name,position,age,height,league_rank,average_market_value,highest_market_value,team_fifa_points,total_played_minutes,average_minutes_played,average_assists_per_game,total_assists,assist_per_minute,average_goals_per_game,total_goals,goals_per_minute,total_yellow_cards,team_win_ratio,overall,data_year
Gastón Pereiro,Midfield,26,188,4,4625000.0,6500000.0,0.0,341,20.058823529411764,0.0588235294117647,1,0.002932551319648,0.1176470588235294,2,0.0058651026392961,1,0.2619047619047619,73.0,2022
Thierry Ambrose,Attack,24,180,5,2000000.0,2000000.0,0.0,741,32.21739130434783,0.0434782608695652,1,0.0013495276653171,0.0,0,0.0,4,0.3157894736842105,68.0,2022
Gonzalo Escalante,Midfield,28,182,4,3200000.0,3200000.0,53.0,1015,33.833333333333336,0.0333333333333333,1,0.0009852216748768,0.0,0,0.0,7,0.4897959183673469,77.0,2022
Mbaye Diagne,Attack,29,191,1,3100000.0,3200000.0,0.0,2242,65.94117647058823,0.0588235294117647,2,0.0008920606601248,0.4117647058823529,14,0.0062444246208742,3,0.1282051282051282,74.0,2022
Felix Passlack,Defender,23,170,2,2666666.6666666665,3000000.0,78.0,639,45.642857142857146,0.0,0,0.0,0.0714285714285714,1,0.001564945226917,0,0.6078431372549019,70.0,2022
Wilfred Ndidi,Midfield,24,183,1,51666666.666666664,60000000.0,23.0,2920,81.11111111111111,0.1111111111111111,4,0.0013698630136986,0.0277777777777777,1,0.0003424657534246,7,0.5769230769230769,85.0,2022
Sebastiano Luperto,Defender,24,191,4,2900000.0,3500000.0,0.0,1884,81.91304347826087,0.0,0,0.0,0.0,0,0.0,5,0.1538461538461538,71.0,2022
Nils Seufert,Midfield,24,182,2,800000.0,800000.0,0.0,338,26.0,0.0769230769230769,1,0.0029585798816568,0.0,0,0.0,1,0.2571428571428571,67.0,2022
Harry Wilson,Attack,24,173,1,15750000.0,17000000.0,0.0,90,90.0,0.0,0,0.0,0.0,0,0.0,0,0.0,75.0,2022
Luis Milla,Midfield,26,175,3,4666666.666666666,5000000.0,13.0,1801,78.30434782608695,0.0869565217391304,2,0.0011104941699056,0.0434782608695652,1,0.0005552470849528,2,0.4310344827586206,78.0,2022
Marcos Llorente,Midfield,26,184,3,57000000.0,80000000.0,105.0,3709,80.6304347826087,0.2608695652173913,12,0.003235373416015,0.2826086956521739,13,0.0035049878673496,8,0.5918367346938775,86.0,2022
Alfie Whiteman,Goalkeeper,22,188,1,850000.0,1000000.0,83.0,8,8.0,0.0,0,0.0,0.0,0,0.0,0,0.5555555555555556,64.0,2022
Noah Joel Sarenren Bazee,Attack,24,183,2,1100000.0,1200000.0,0.0,33,6.6,0.2,1,0.0303030303030303,0.0,0,0.0,1,0.3055555555555556,69.0,2022
Ludovic Ajorque,Attack,27,196,5,9250000.0,12000000.0,2.5,2972,84.91428571428571,0.1142857142857142,4,0.0013458950201884,0.4571428571428571,16,0.0053835800807537,5,0.2894736842105263,78.0,2022
Tommaso Augello,Defender,26,180,4,2566666.6666666665,4000000.0,0.0,3400,87.17948717948718,0.1025641025641025,4,0.0011764705882352,0.0256410256410256,1,0.0002941176470588,2,0.3902439024390244,72.0,2022
Manuel Akanji,Defender,25,188,2,26666666.666666664,30000000.0,78.0,3506,85.51219512195122,0.0,0,0.0,0.048780487804878,2,0.0005704506560182,4,0.6078431372549019,80.0,2022
Florian Müller,Goalkeeper,23,190,2,6500000.0,8000000.0,1.0,2790,90.0,0.0,0,0.0,0.0,0,0.0,0,0.3611111111111111,77.0,2022
Álvaro Bravo,Midfield,23,181,3,150000.0,200000.0,13.0,14,14.0,0.0,0,0.0,0.0,0,0.0,0,0.4310344827586206,62.0,2022
Pau López,Goalkeeper,26,189,4,12250000.0,17000000.0,100.0,3016,86.17142857142858,0.0,0,0.0,0.0,0,0.0,0,0.5272727272727272,80.0,2022
Ousmane Dembélé,Attack,24,178,3,50000000.0,50000000.0,114.0,2703,61.43181818181818,0.1136363636363636,5,0.0018497965223825,0.25,11,0.0040695523492415,4,0.6428571428571429,83.0,2022
Donny van de Beek,Midfield,24,184,1,37250000.0,44000000.0,105.0,1223,38.21875,0.03125,1,0.0008176614881439,0.03125,1,0.0008176614881439,1,0.5666666666666667,81.0,2022
Mads Pedersen,Defender,24,174,2,900000.0,1100000.0,0.0,883,58.86666666666667,0.0666666666666666,1,0.001132502831257,0.0,0,0.0,1,0.3055555555555556,68.0,2022
Hassane Kamara,Defender,27,170,5,7333333.333333333,8000000.0,9.0,3306,82.65,0.025,1,0.0003024803387779,0.075,3,0.0009074410163339,4,0.3636363636363636,77.0,2022
Mauro Arambarri,Midfield,25,175,3,20000000.0,20000000.0,11.0,3124,86.77777777777777,0.0,0,0.0,0.0833333333333333,3,0.0009603072983354,11,0.2439024390243902,79.0,2022
Xeka,Midfield,26,185,5,7500000.0,8000000.0,30.0,1654,42.41025641025641,0.0512820512820512,2,0.0012091898428053,0.0256410256410256,1,0.0006045949214026,9,0.5869565217391305,77.0,2022
Álvaro Tejero,Defender,24,174,3,1500000.0,2000000.0,0.0,229,76.33333333333333,0.0,0,0.0,0.0,0,0.0,1,0.5,72.0,2022
Yann Bodiger,Midfield,26,188,3,933333.3333333331,1000000.0,0.0,497,41.41666666666666,0.0,0,0.0,0.0,0,0.0,0,0.3170731707317073,70.0,2022
Sada Thioub,Attack,26,179,5,3500000.0,3500000.0,0.0,1252,46.37037037037037,0.037037037037037,1,0.0007987220447284,0.037037037037037,1,0.0007987220447284,0,0.3157894736842105,73.0,2022
Moreto Cassamá,Midfield,23,165,5,2750000.0,3000000.0,2.0,2122,70.73333333333333,0.0333333333333333,1,0.0004712535344015,0.0333333333333333,1,0.0004712535344015,9,0.25,70.0,2022
Milot Rashica,Attack,25,178,2,13000000.0,18000000.0,0.0,1606,61.76923076923077,0.1923076923076923,5,0.0031133250311332,0.1153846153846153,3,0.0018679950186799,0,0.282051282051282,77.0,2022
Demarai Gray,Attack,25,183,2,9333333.333333332,12000000.0,53.0,573,44.07692307692308,0.1538461538461538,2,0.0034904013961605,0.0769230769230769,1,0.0017452006980802,0,0.4680851063829787,75.0,2022
Habib Maïga,Midfield,25,181,5,5000000.0,5500000.0,0.0,2698,87.03225806451613,0.096774193548387,3,0.0011119347664936,0.032258064516129,1,0.0003706449221645,9,0.3157894736842105,75.0,2022
Taiwo Awoniyi,Attack,23,183,2,4750000.0,5000000.0,5.0,1456,66.18181818181819,0.1818181818181818,4,0.0027472527472527,0.2272727272727272,5,0.0034340659340659,0,0.3611111111111111,74.0,2022
Adrián Marín,Defender,24,181,3,966666.6666666665,1200000.0,13.0,561,33.0,0.0588235294117647,1,0.0017825311942959,0.0,0,0.0,2,0.4310344827586206,73.0,2022
Marco Asensio,Attack,25,182,3,36666666.666666664,40000000.0,124.0,2644,53.95918367346939,0.0408163265306122,2,0.0007564296520423,0.1428571428571428,7,0.0026475037821482,2,0.5849056603773585,83.0,2022
Yan Eteki,Midfield,23,182,3,1833333.3333333333,2000000.0,13.0,2014,53.0,0.0,0,0.0,0.0,0,0.0,7,0.4310344827586206,75.0,2022
Kieran Tierney,Defender,24,180,1,30500000.0,32000000.0,80.0,3017,77.35897435897436,0.1282051282051282,5,0.0016572754391779,0.0512820512820512,2,0.0006629101756711,5,0.5357142857142857,80.0,2022
Francesco Cassata,Midfield,23,183,4,2400000.0,2500000.0,0.0,247,24.7,0.0,0,0.0,0.0,0,0.0,2,0.3095238095238095,67.0,2022
Naby Keïta,Midfield,26,172,1,36666666.666666664,40000000.0,134.0,699,46.6,0.0,0,0.0,0.0,0,0.0,1,0.5294117647058824,80.0,2022
Erick Cabaco,Defender,26,185,3,2766666.6666666665,3000000.0,11.0,1373,65.38095238095238,0.0,0,0.0,0.0,0,0.0,9,0.2439024390243902,73.0,2022
Brais Méndez,Midfield,24,184,3,12333333.333333332,14000000.0,0.0,2776,77.11111111111111,0.0,0,0.0,0.25,9,0.0032420749279538,8,0.375,76.0,2022
Lennart Grill,Goalkeeper,22,192,2,1500000.0,1500000.0,53.0,360,90.0,0.0,0,0.0,0.0,0,0.0,0,0.4680851063829787,69.0,2022
Otávio,Midfield,27,173,5,7000000.0,7000000.0,6.0,1561,86.72222222222223,0.0,0,0.0,0.0555555555555555,1,0.0006406149903907,6,0.3421052631578947,76.0,2022
Dalbert,Defender,27,181,5,6600000.0,9000000.0,33.0,588,34.588235294117645,0.0588235294117647,1,0.0017006802721088,0.0,0,0.0,5,0.3636363636363636,71.0,2022
Paolo Ghiglione,Defender,24,191,4,3366666.6666666665,3500000.0,0.0,1572,60.46153846153846,0.2307692307692307,6,0.0038167938931297,0.0,0,0.0,6,0.3095238095238095,69.0,2022
Jarrod Bowen,Attack,24,182,1,29333333.333333332,30000000.0,21.0,2645,66.125,0.15,6,0.0022684310018903,0.2,8,0.0030245746691871,0,0.5121951219512195,78.0,2022
Filippo Melegoni,Midfield,22,186,4,900000.0,900000.0,0.0,558,32.8235294117647,0.0588235294117647,1,0.0017921146953405,0.0588235294117647,1,0.0017921146953405,1,0.3095238095238095,62.0,2022
Marko Rog,Midfield,25,180,4,11666666.666666666,13000000.0,0.0,1278,79.875,0.0,0,0.0,0.0,0,0.0,2,0.2619047619047619,74.0,2022
Dani Ceballos,Midfield,24,179,1,29666666.666666664,32000000.0,80.0,2290,60.26315789473684,0.0789473684210526,3,0.0013100436681222,0.0,0,0.0,7,0.5357142857142857,77.0,2022
Çağlar Söyüncü,Defender,25,185,1,41666666.666666664,45000000.0,23.0,2473,77.28125,0.0,0,0.0,0.03125,1,0.0004043671653861,4,0.5769230769230769,80.0,2022
Toni Lato,Defender,23,171,3,2333333.333333333,3000000.0,40.0,983,54.61111111111112,0.0,0,0.0,0.0555555555555555,1,0.0010172939979654,3,0.3095238095238095,73.0,2022
Hannes Wolf,Attack,22,179,2,9333333.333333332,10000000.0,21.0,1620,37.674418604651166,0.0465116279069767,2,0.0012345679012345,0.0930232558139534,4,0.0024691358024691,2,0.391304347826087,73.0,2022
Racine Coly,Defender,25,185,5,1933333.3333333333,2500000.0,9.0,62,20.666666666666668,0.0,0,0.0,0.0,0,0.0,0,0.3636363636363636,67.0,2022
Marvelous Nakamba,Midfield,27,177,1,7666666.666666666,8000000.0,0.0,751,57.76923076923077,0.0,0,0.0,0.0,0,0.0,3,0.4102564102564102,75.0,2022
Ridle Baku,Defender,23,176,2,18750000.0,25000000.0,22.5,3166,83.3157894736842,0.2368421052631578,9,0.0028427037271004,0.1578947368421052,6,0.0018951358180669,2,0.5238095238095238,80.0,2022
Luca Horn,Midfield,22,177,2,168750.0,175000.0,22.5,11,11.0,0.0,0,0.0,0.0,0,0.0,0,0.5238095238095238,62.0,2022
Manuel Lazzari,Midfield,27,174,4,20000000.0,23000000.0,53.0,3145,78.625,0.15,6,0.0019077901430842,0.05,2,0.0006359300476947,2,0.4897959183673469,81.0,2022
Tammy Abraham,Attack,23,194,1,39333333.33333333,40000000.0,123.0,1542,48.1875,0.125,4,0.0025940337224383,0.375,12,0.0077821011673151,0,0.559322033898305,78.0,2022
Matteo Pessina,Midfield,24,187,4,16750000.0,20000000.0,66.5,2548,62.14634146341464,0.048780487804878,2,0.0007849293563579,0.097560975609756,4,0.0015698587127158,2,0.5471698113207547,78.0,2022
Weston McKennie,Midfield,22,185,4,24000000.0,25000000.0,107.0,2401,52.19565217391305,0.0652173913043478,3,0.0012494793835901,0.1304347826086956,6,0.0024989587671803,5,0.6481481481481481,77.0,2022
Denis Zakaria,Midfield,24,190,2,34000000.0,40000000.0,21.0,1731,54.09375,0.03125,1,0.0005777007510109,0.03125,1,0.0005777007510109,6,0.391304347826087,80.0,2022
Marc Roca,Midfield,24,184,2,12666666.666666666,16000000.0,138.0,520,47.27272727272727,0.0,0,0.0,0.0,0,0.0,3,0.7592592592592593,77.0,2022
Toni Villa,Attack,26,172,3,2500000.0,2500000.0,0.0,1280,51.2,0.04,1,0.00078125,0.2,5,0.00390625,2,0.1904761904761904,76.0,2022
Esteban Burgos,Defender,29,191,3,1825000.0,3000000.0,0.0,1416,83.29411764705883,0.0588235294117647,1,0.0007062146892655,0.1764705882352941,3,0.0021186440677966,7,0.1951219512195122,70.0,2022
Deyovaisio Zeefuik,Defender,23,177,2,4333333.333333333,5000000.0,4.0,905,41.13636363636363,0.0,0,0.0,0.0454545454545454,1,0.0011049723756906,4,0.2285714285714285,74.0,2022
Unai Núñez,Defender,24,186,3,20000000.0,20000000.0,10.0,2545,82.09677419354838,0.032258064516129,1,0.0003929273084479,0.064516129032258,2,0.0007858546168958,7,0.3617021276595745,80.0,2022
Mikel Merino,Midfield,25,189,3,38333333.33333333,40000000.0,26.0,3182,86.0,0.1621621621621621,6,0.0018856065367693,0.054054054054054,2,0.0006285355122564,9,0.42,83.0,2022
Simone Edera,Attack,24,174,4,633333.3333333333,900000.0,2.5,166,41.5,0.0,0,0.0,0.0,0,0.0,0,0.2142857142857142,66.0,2022
Javi Sánchez,Defender,24,189,3,2866666.6666666665,3000000.0,0.0,1061,58.94444444444444,0.0,0,0.0,0.0,0,0.0,4,0.1904761904761904,72.0,2022
Jaime Seoane,Midfield,24,177,3,1325000.0,3000000.0,0.0,2268,73.16129032258064,0.032258064516129,1,0.0004409171075837,0.064516129032258,2,0.0008818342151675,5,0.2,72.0,2022
Diogo Jota,Attack,24,178,1,41666666.666666664,45000000.0,134.0,1699,56.63333333333333,0.0333333333333333,1,0.0005885815185403,0.4333333333333333,13,0.0076515597410241,2,0.5294117647058824,82.0,2022
Cengiz Ünder,Attack,23,173,1,21000000.0,23000000.0,23.0,976,48.8,0.15,3,0.0030737704918032,0.1,2,0.0020491803278688,0,0.5769230769230769,77.0,2022
Axel Tuanzebe,Defender,23,185,1,8000000.0,8000000.0,105.0,833,46.27777777777778,0.0,0,0.0,0.0,0,0.0,6,0.5666666666666667,74.0,2022
Kévin N'Doram,Midfield,25,184,5,2750000.0,3000000.0,0.0,307,51.16666666666666,0.0,0,0.0,0.0,0,0.0,0,0.3157894736842105,71.0,2022
Niccolò Zanellato,Midfield,23,187,4,1700000.0,1800000.0,0.0,1637,60.629629629629626,0.037037037037037,1,0.0006108735491753,0.037037037037037,1,0.0006108735491753,3,0.1538461538461538,63.0,2022
Nathan Broadhead,Attack,23,178,1,500000.0,500000.0,3.0,2,2.0,0.0,0,0.0,0.0,0,0.0,0,0.4761904761904761,62.0,2022
Michaël Cuisance,Midfield,21,181,5,8333333.333333333,10000000.0,44.0,1272,42.4,0.0333333333333333,1,0.0007861635220125,0.0666666666666666,2,0.0015723270440251,3,0.3777777777777777,73.0,2022
Boubakary Soumaré,Midfield,22,188,5,25166666.666666664,28000000.0,30.0,2314,57.85,0.05,2,0.0008643042350907,0.0,0,0.0,4,0.5869565217391305,78.0,2022
Hicham Mahou,Attack,21,180,5,800000.0,800000.0,9.0,94,31.33333333333333,0.0,0,0.0,0.0,0,0.0,1,0.3636363636363636,64.0,2022
Jean-Kévin Duverne,Defender,23,186,5,3166666.6666666665,4000000.0,0.0,2024,74.96296296296296,0.0,0,0.0,0.037037037037037,1,0.000494071146245,4,0.2894736842105263,71.0,2022
Álex Martín,Defender,23,183,3,575000.0,600000.0,0.0,185,61.66666666666666,0.0,0,0.0,0.0,0,0.0,0,0.3170731707317073,66.0,2022
Sebastian Walukiewicz,Defender,21,188,4,7125000.0,10000000.0,0.0,1888,85.81818181818181,0.0454545454545454,1,0.0005296610169491,0.0,0,0.0,1,0.2619047619047619,71.0,2022
Andi Zeqiri,Attack,22,185,1,1833333.3333333333,2500000.0,0.0,394,32.833333333333336,0.0,0,0.0,0.0,0,0.0,0,0.2682926829268293,67.0,2022
Rubén Vargas,Attack,22,179,2,13000000.0,13000000.0,0.0,1749,54.65625,0.125,4,0.0022870211549456,0.21875,7,0.0040022870211549,2,0.3055555555555556,75.0,2022
James Léa Siliki,Midfield,25,183,5,5250000.0,6500000.0,33.0,470,42.72727272727273,0.0,0,0.0,0.0,0,0.0,2,0.3636363636363636,71.0,2022
Clément Depres,Attack,26,188,5,800000.0,1000000.0,0.0,13,13.0,0.0,0,0.0,0.0,0,0.0,0,0.2368421052631578,64.0,2022
Mason Holgate,Defender,24,187,1,18666666.666666664,20000000.0,3.0,2479,79.96774193548387,0.0,0,0.0,0.032258064516129,1,0.0004033884630899,9,0.4761904761904761,77.0,2022
Pervis Estupiñán,Defender,23,175,3,13250000.0,15000000.0,78.0,1698,51.45454545454545,0.0606060606060606,2,0.0011778563015312,0.0,0,0.0,1,0.5517241379310345,79.0,2022
Son,Defender,27,178,3,766666.6666666665,800000.0,0.0,1530,43.71428571428572,0.0,0,0.0,0.0,0,0.0,3,0.3111111111111111,73.0,2022
Darnell Furlong,Defender,25,183,1,4233333.333333333,5000000.0,0.0,3004,83.44444444444444,0.0833333333333333,3,0.0009986684420772,0.0277777777777777,1,0.0003328894806924,5,0.1282051282051282,72.0,2022
Christopher Rocchia,Defender,23,172,5,933333.3333333331,1000000.0,44.0,20,10.0,0.0,0,0.0,0.0,0,0.0,0,0.3777777777777777,67.0,2022
Robert Gumny,Defender,23,182,2,3000000.0,3500000.0,0.0,1556,57.629629629629626,0.037037037037037,1,0.0006426735218508,0.037037037037037,1,0.0006426735218508,4,0.3055555555555556,71.0,2022
Mert Müldür,Defender,22,184,4,9500000.0,10000000.0,0.0,1778,59.266666666666666,0.0333333333333333,1,0.0005624296962879,0.0,0,0.0,3,0.425,71.0,2022
Lucas Tousart,Midfield,24,184,2,17333333.333333332,20000000.0,4.0,2186,80.96296296296296,0.037037037037037,1,0.0004574565416285,0.037037037037037,1,0.0004574565416285,7,0.2285714285714285,76.0,2022
Florian Sotoca,Attack,30,187,5,2000000.0,2500000.0,0.0,2421,73.36363636363636,0.0909090909090909,3,0.0012391573729863,0.2424242424242424,8,0.0033044196612969,7,0.3947368421052631,74.0,2022
M'Bala Nzola,Attack,24,185,4,2966666.6666666665,4000000.0,0.0,1899,75.96,0.12,3,0.0015797788309636,0.44,11,0.0057925223802001,5,0.2857142857142857,73.0,2022
Mounir Chouiar,Attack,22,177,5,7666666.666666666,9000000.0,0.0,1289,56.04347826086956,0.0869565217391304,2,0.0015515903801396,0.0,0,0.0,5,0.1052631578947368,70.0,2022
Alban Lafont,Goalkeeper,22,196,5,11250000.0,12500000.0,0.0,3420,90.0,0.0,0,0.0,0.0,0,0.0,2,0.2368421052631578,78.0,2022
Declan Rice,Midfield,22,188,1,60000000.0,65000000.0,21.0,3090,90.88235294117646,0.0294117647058823,1,0.0003236245954692,0.0588235294117647,2,0.0006472491909385,2,0.5121951219512195,82.0,2022
Joseph Aidoo,Defender,25,181,3,6666666.666666666,7000000.0,0.0,1463,54.18518518518518,0.0,0,0.0,0.0,0,0.0,3,0.375,74.0,2022
Jean-Philippe Krasso,Attack,23,187,5,800000.0,900000.0,4.0,220,36.66666666666666,0.0,0,0.0,0.0,0,0.0,0,0.3157894736842105,65.0,2022
Kingsley Fobi,Defender,22,180,3,116666.66666666666,150000.0,13.0,45,45.0,0.0,0,0.0,0.0,0,0.0,0,0.4310344827586206,63.0,2022
Daishawn Redan,Attack,20,176,2,2600000.0,3000000.0,4.0,95,13.571428571428571,0.0,0,0.0,0.0,0,0.0,0,0.2285714285714285,61.0,2022
Rafa Mir,Attack,24,191,3,6900000.0,12000000.0,0.0,2992,76.71794871794872,0.0256410256410256,1,0.0003342245989304,0.4102564102564102,16,0.0053475935828877,2,0.2,77.0,2022
Giacomo Vrioni,Attack,22,188,4,425000.0,500000.0,107.0,12,6.0,0.0,0,0.0,0.0,0,0.0,0,0.6481481481481481,66.0,2022
Pietro Pellegri,Attack,20,189,5,6000000.0,6000000.0,26.0,219,13.6875,0.0625,1,0.0045662100456621,0.0625,1,0.0045662100456621,2,0.631578947368421,68.0,2022
Dan Ndoye,Attack,20,184,5,3333333.333333333,4000000.0,9.0,717,21.727272727272727,0.0303030303030303,1,0.00139470013947,0.0909090909090909,3,0.00418410041841,1,0.3636363636363636,69.0,2022
Riccardo Orsolini,Attack,24,183,4,19250000.0,22000000.0,0.0,1907,52.97222222222222,0.1111111111111111,4,0.0020975353959098,0.25,9,0.004719454640797,0,0.2682926829268293,76.0,2022
Julian Ryerson,Defender,23,183,2,1433333.3333333333,2500000.0,5.0,1078,41.46153846153846,0.0769230769230769,2,0.0018552875695732,0.0,0,0.0,2,0.3611111111111111,68.0,2022
Stanley Nsoki,Defender,22,184,5,6625000.0,8000000.0,9.0,1532,69.63636363636364,0.0454545454545454,1,0.0006527415143603,0.0,0,0.0,6,0.3636363636363636,70.0,2022
Dimitry Bertaud,Goalkeeper,23,180,5,933333.3333333331,1000000.0,0.0,744,82.66666666666667,0.0,0,0.0,0.0,0,0.0,0,0.3684210526315789,72.0,2022
Ismail Jakobs,Defender,21,184,2,6333333.333333333,7000000.0,4.0,1902,76.08,0.08,2,0.0010515247108307,0.08,2,0.0010515247108307,6,0.2702702702702703,71.0,2022
Mathías Olivera,Defender,23,185,3,9333333.333333332,12000000.0,11.0,2738,82.96969696969697,0.0,0,0.0,0.0,0,0.0,7,0.2439024390243902,76.0,2022
Lyanco,Defender,24,187,4,5500000.0,6000000.0,2.5,2115,84.6,0.0,0,0.0,0.04,1,0.0004728132387706,9,0.2142857142857142,72.0,2022
Luca Kilian,Defender,21,192,2,1766666.6666666665,2000000.0,0.0,500,71.42857142857143,0.0,0,0.0,0.0,0,0.0,1,0.3055555555555556,69.0,2022
Fabien Centonze,Defender,25,182,5,7000000.0,8000000.0,0.0,3222,89.5,0.0,0,0.0,0.0277777777777777,1,0.0003103662321539,9,0.3157894736842105,77.0,2022
Axel Disasi,Defender,23,190,5,16125000.0,18000000.0,26.0,2016,69.51724137931035,0.0,0,0.0,0.1034482758620689,3,0.0014880952380952,4,0.631578947368421,77.0,2022
Darko Churlinov,Attack,20,180,2,850000.0,1000000.0,0.0,275,17.1875,0.0625,1,0.0036363636363636,0.0,0,0.0,0,0.3783783783783784,67.0,2022
Petar Musa,Attack,23,190,2,1850000.0,2000000.0,5.0,964,48.2,0.15,3,0.0031120331950207,0.05,1,0.0010373443983402,3,0.3611111111111111,71.0,2022
Sam Field,Midfield,23,191,1,1000000.0,1000000.0,0.0,61,20.33333333333333,0.0,0,0.0,0.0,0,0.0,0,0.1282051282051282,67.0,2022
Josep Martínez,Goalkeeper,23,191,2,2500000.0,2500000.0,83.0,90,90.0,0.0,0,0.0,0.0,0,0.0,0,0.58,68.0,2022
Adrian Stanilewicz,Midfield,21,180,2,300000.0,300000.0,53.0,3,3.0,0.0,0,0.0,0.0,0,0.0,0,0.4680851063829787,63.0,2022
Nicolò Zaniolo,Midfield,21,190,4,46250000.0,55000000.0,100.0,113,56.5,0.5,1,0.0088495575221238,0.0,0,0.0,0,0.5272727272727272,78.0,2022
Jonathan Panzo,Defender,20,188,5,4166666.6666666665,5000000.0,0.0,1804,82.0,0.0,0,0.0,0.0,0,0.0,5,0.1052631578947368,70.0,2022
Batista Mendy,Midfield,21,191,5,416666.6666666666,500000.0,0.0,74,37.0,0.0,0,0.0,0.0,0,0.0,0,0.2368421052631578,65.0,2022
Maxence Caqueret,Midfield,21,174,5,14666666.666666666,17000000.0,75.0,2032,63.5,0.03125,1,0.0004921259842519,0.0,0,0.0,5,0.5609756097560976,78.0,2022
Sébastien Cibois,Goalkeeper,23,192,5,300000.0,400000.0,0.0,270,90.0,0.0,0,0.0,0.0,0,0.0,0,0.2894736842105263,66.0,2022
Moussa Diaby,Attack,21,171,2,37333333.33333333,38000000.0,53.0,3237,71.93333333333334,0.3333333333333333,15,0.0046339202965708,0.2444444444444444,11,0.0033982082174853,5,0.4680851063829787,81.0,2022
Houssem Aouar,Midfield,23,175,5,46000000.0,50000000.0,75.0,2059,62.39393939393939,0.1818181818181818,6,0.0029140359397765,0.2121212121212121,7,0.003399708596406,4,0.5609756097560976,81.0,2022
Dani Cárdenas,Goalkeeper,24,186,3,500000.0,600000.0,0.0,1230,94.6153846153846,0.0,0,0.0,0.0,0,0.0,1,0.3111111111111111,72.0,2022
Gonzalo Villar,Midfield,23,181,4,10750000.0,15000000.0,100.0,2818,57.51020408163265,0.0204081632653061,1,0.0003548616039744,0.0,0,0.0,10,0.5272727272727272,76.0,2022
Rémi Oudin,Attack,24,186,5,7000000.0,7000000.0,6.0,2432,64.0,0.1052631578947368,4,0.0016447368421052,0.1052631578947368,4,0.0016447368421052,2,0.3421052631578947,74.0,2022
Darío Poveda,Attack,24,187,3,400000.0,400000.0,11.0,4,4.0,0.0,0,0.0,0.0,0,0.0,0,0.2439024390243902,65.0,2022
Dara O'Shea,Defender,22,189,1,2350000.0,3000000.0,0.0,2127,73.34482758620689,0.0,0,0.0,0.0,0,0.0,3,0.1282051282051282,71.0,2022
Reda Khadra,Midfield,19,175,1,150000.0,150000.0,0.0,4,4.0,0.0,0,0.0,0.0,0,0.0,0,0.2682926829268293,59.0,2022
Ademola Lookman,Attack,23,174,1,11000000.0,13000000.0,0.0,2756,81.05882352941177,0.1176470588235294,4,0.0014513788098693,0.1176470588235294,4,0.0014513788098693,5,0.15,77.0,2022
Can Bozdoğan,Midfield,20,174,2,2250000.0,2500000.0,0.0,661,44.06666666666667,0.1333333333333333,2,0.0030257186081694,0.0,0,0.0,0,0.1351351351351351,67.0,2022
Ronaël Pierre-Gabriel,Defender,23,177,5,3866666.6666666665,4000000.0,0.0,2316,79.86206896551724,0.0,0,0.0,0.0344827586206896,1,0.0004317789291882,4,0.2894736842105263,73.0,2022
Yves Bissouma,Midfield,24,182,1,18333333.333333332,25000000.0,0.0,3335,85.51282051282051,0.0,0,0.0,0.0512820512820512,2,0.000599700149925,9,0.2682926829268293,79.0,2022
Ibrahima Diallo,Midfield,22,179,1,15000000.0,15000000.0,0.0,1814,58.516129032258064,0.0,0,0.0,0.0,0,0.0,5,0.3720930232558139,73.0,2022
Aurélien Tchouaméni,Midfield,21,188,5,23666666.666666664,30000000.0,26.0,3073,85.36111111111111,0.1111111111111111,4,0.0013016596160104,0.0555555555555555,2,0.0006508298080052,9,0.631578947368421,79.0,2022
Konstantinos Mavropanos,Defender,23,194,2,4833333.333333333,6000000.0,0.0,1550,70.45454545454545,0.0,0,0.0,0.0,0,0.0,6,0.3783783783783784,73.0,2022
Álex Centelles,Defender,21,185,3,3800000.0,5000000.0,0.0,90,90.0,0.0,0,0.0,0.0,0,0.0,0,0.8,75.0,2022
Ansgar Knauff,Midfield,19,180,2,1112500.0,3000000.0,78.0,206,29.428571428571427,0.1428571428571428,1,0.0048543689320388,0.1428571428571428,1,0.0048543689320388,0,0.6078431372549019,67.0,2022
Tiago Dantas,Midfield,20,170,2,3666666.6666666665,4000000.0,138.0,69,34.5,0.0,0,0.0,0.0,0,0.0,0,0.7592592592592593,66.0,2022
Nathan Trott,Goalkeeper,22,188,1,250000.0,250000.0,21.0,7,7.0,0.0,0,0.0,0.0,0,0.0,0,0.5121951219512195,64.0,2022
Dejan Kulusevski,Attack,21,186,4,42500000.0,45000000.0,107.0,2810,58.54166666666666,0.1458333333333333,7,0.0024911032028469,0.1458333333333333,7,0.0024911032028469,8,0.6481481481481481,81.0,2022
Andreas Skov Olsen,Attack,21,187,4,6500000.0,6500000.0,0.0,1192,44.14814814814815,0.1111111111111111,3,0.0025167785234899,0.074074074074074,2,0.0016778523489932,1,0.2682926829268293,72.0,2022
Curtis Jones,Midfield,20,185,1,20500000.0,30000000.0,134.0,1741,54.40625,0.15625,5,0.0028719126938541,0.0625,2,0.0011487650775416,4,0.5294117647058824,73.0,2022
Aaron Connolly,Attack,21,174,1,7000000.0,7000000.0,0.0,791,46.52941176470589,0.0588235294117647,1,0.0012642225031605,0.1176470588235294,2,0.0025284450063211,0,0.2682926829268293,70.0,2022
